asset_id,category,variant,path,width,height,expected_width,expected_height,palette_colors,palette_limit,keyed_magenta,md5,size_ok,palette_ok
E6_BLOCK_03,effect_frame,source_fullcolor,source_fullcolor/effects/E6_block/E6_block_f03.png,512,512,512,512,54376,,True,c4bc92a4f82122d533aa680170044e8b,True,True
E6_BLOCK_03,effect_frame,target_fullcolor,target_fullcolor/effects/E6_block/E6_block_f03.png,64,64,64,64,1061,,True,de509461ae1e9f036ff0a3a3a258340f,True,True
E6_BLOCK_03,effect_frame,saturn_ready,saturn_ready/effects/E6_block/E6_block_f03.png,64,64,64,64,14,16,True,3ff922187cbc0368c3159ae51307e0a1,True,True
E6_BLOCK_04,effect_frame,source_fullcolor,source_fullcolor/effects/E6_block/E6_block_f04.png,512,512,512,512,65349,,True,f59f88eb9aba60824e7bf9f4f282849d,True,True
E6_BLOCK_04,effect_frame,target_fullcolor,target_fullcolor/effects/E6_block/E6_block_f04.png,64,64,64,64,1325,,True,c401bb1c50e64ae46c47531d4c553ac0,True,True
E6_BLOCK_04,effect_frame,saturn_ready,saturn_ready/effects/E6_block/E6_block_f04.png,64,64,64,64,15,16,True,ab0abe1dcb80ebb3cdbbfb50eee8ec4f,True,True
E6_BLOCK_05,effect_frame,source_fullcolor,source_fullcolor/effects/E6_block/E6_block_f05.png,512,512,512,512,50482,,True,4fce827bc83ca451d255f34e59bb2f89,True,True
E6_BLOCK_05,effect_frame,target_fullcolor,target_fullcolor/effects/E6_block/E6_block_f05.png,64,64,64,64,1224,,True,93e727fdb7e6704362be70ebc3c47e31,True,True
E6_BLOCK_05,effect_frame,saturn_ready,saturn_ready/effects/E6_block/E6_block_f05.png,64,64,64,64,15,16,True,df8f5b3dad5efc4b65abe6dda8acd5b8,True,True
E6_BLOCK_06,effect_frame,source_fullcolor,source_fullcolor/effects/E6_block/E6_block_f06.png,512,512,512,512,24674,,True,fa86fd8ae4ab3ebc092c80b2bbe39fe7,True,True
E6_BLOCK_06,effect_frame,target_fullcolor,target_fullcolor/effects/E6_block/E6_block_f06.png,64,64,64,64,587,,True,d68afa2367200cfb84f60ceb2f12bbbe,True,True
E6_BLOCK_06,effect_frame,saturn_ready,saturn_ready/effects/E6_block/E6_block_f06.png,64,64,64,64,15,16,True,84e92a7b57f598b530b54dc506d8200b,True,True
E7_CHALLENGE_01,effect_frame,source_fullcolor,source_fullcolor/effects/E7_challenge/E7_challenge_f01.png,512,512,512,512,39582,,True,dd72b0daa525ad6e3c9856e2d363f9e5,True,True
E7_CHALLENGE_01,effect_frame,target_fullcolor,target_fullcolor/effects/E7_challenge/E7_challenge_f01.png,64,64,64,64,719,,True,996ae3355d2f806f31bbcea2ba5a095a,True,True
E7_CHALLENGE_01,effect_frame,saturn_ready,saturn_ready/effects/E7_challenge/E7_challenge_f01.png,64,64,64,64,15,16,True,35ec8001e773dae79e99b7812543704a,True,True
E7_CHALLENGE_02,effect_frame,source_fullcolor,source_fullcolor/effects/E7_challenge/E7_challenge_f02.png,512,512,512,512,38588,,True,513138ff748dec332371aa7d88629c31,True,True
E7_CHALLENGE_02,effect_frame,target_fullcolor,target_fullcolor/effects/E7_challenge/E7_challenge_f02.png,64,64,64,64,757,,True,aa67eb30ec9acdc996b40eb269961e60,True,True
E7_CHALLENGE_02,effect_frame,saturn_ready,saturn_ready/effects/E7_challenge/E7_challenge_f02.png,64,64,64,64,15,16,True,d0cd86d36fad78121c3a6bbf4b52d7bd,True,True
E7_CHALLENGE_03,effect_frame,source_fullcolor,source_fullcolor/effects/E7_challenge/E7_challenge_f03.png,512,512,512,512,37782,,True,5e32e296275d8bbae679dc295e500182,True,True
E7_CHALLENGE_03,effect_frame,target_fullcolor,target_fullcolor/effects/E7_challenge/E7_challenge_f03.png,64,64,64,64,706,,True,82c4b5099e1af1d9267074ba546b6fd2,True,True
E7_CHALLENGE_03,effect_frame,saturn_ready,saturn_ready/effects/E7_challenge/E7_challenge_f03.png,64,64,64,64,15,16,True,8526b7a64c6afc1a34062234d8a34916,True,True
E7_CHALLENGE_04,effect_frame,source_fullcolor,source_fullcolor/effects/E7_challenge/E7_challenge_f04.png,512,512,512,512,32754,,True,1ddc50be23d9de6a70622788c141cbae,True,True
E7_CHALLENGE_04,effect_frame,target_fullcolor,target_fullcolor/effects/E7_challenge/E7_challenge_f04.png,64,64,64,64,567,,True,e801eb42bb17a3e608d54370115bdbb2,True,True
E7_CHALLENGE_04,effect_frame,saturn_ready,saturn_ready/effects/E7_challenge/E7_challenge_f04.png,64,64,64,64,15,16,True,8444c6fef07022f5f1a152149abd11f6,True,True
E7_CHALLENGE_05,effect_frame,source_fullcolor,source_fullcolor/effects/E7_challenge/E7_challenge_f05.png,512,512,512,512,15631,,True,8f4caf4912af958ebfc6fa2fc7130c6a,True,True
E7_CHALLENGE_05,effect_frame,target_fullcolor,target_fullcolor/effects/E7_challenge/E7_challenge_f05.png,64,64,64,64,222,,True,8e3ca9822a3f5dec8dccb43ef5dc00a8,True,True
E7_CHALLENGE_05,effect_frame,saturn_ready,saturn_ready/effects/E7_challenge/E7_challenge_f05.png,64,64,64,64,15,16,True,7653187953e118ddc4ca4d058739d78d,True,True
E7_CHALLENGE_06,effect_frame,source_fullcolor,source_fullcolor/effects/E7_challenge/E7_challenge_f06.png,512,512,512,512,13657,,True,491b60a3c58bcf190a59cb303203129c,True,True
E7_CHALLENGE_06,effect_frame,target_fullcolor,target_fullcolor/effects/E7_challenge/E7_challenge_f06.png,64,64,64,64,152,,True,b935ae0f814a0cd273d7fe084823ab78,True,True
E7_CHALLENGE_06,effect_frame,saturn_ready,saturn_ready/effects/E7_challenge/E7_challenge_f06.png,64,64,64,64,15,16,True,8eb44538be5788d5f89b255640e74ba9,True,True
E8_CARD_FLIP_01,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f01.png,384,576,384,576,42174,,True,f2c4ae1e888014e75609eeb87edc2573,True,True
E8_CARD_FLIP_01,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f01.png,48,72,48,72,1698,,True,f1f122d6d233b58badf40fca363d37a7,True,True
E8_CARD_FLIP_01,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f01.png,48,72,48,72,16,16,True,f0af4fd4ecace56c74769c8cd9ccff2d,True,True
E8_CARD_FLIP_02,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f02.png,384,576,384,576,40913,,True,f1b3e8fba9c71befcfa14769e36def7c,True,True
E8_CARD_FLIP_02,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f02.png,48,72,48,72,1638,,True,429aa696daa282fd0305a26cb5bab408,True,True
E8_CARD_FLIP_02,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f02.png,48,72,48,72,16,16,True,a113115a87a456af06a58d1a9c2b570e,True,True
E8_CARD_FLIP_03,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f03.png,384,576,384,576,23398,,True,ecfe9828a1a6e93d2891c26744c8464b,True,True
E8_CARD_FLIP_03,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f03.png,48,72,48,72,457,,True,73fb8d79bd9e22c0c8f3c5d0a978fe58,True,True
E8_CARD_FLIP_03,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f03.png,48,72,48,72,16,16,True,f51ed8e0dccb18d70fa1dbc1f75ca9ed,True,True
E8_CARD_FLIP_04,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f04.png,384,576,384,576,18978,,True,b3d110bdfcb8f537d3e9bf256d6111c1,True,True
E8_CARD_FLIP_04,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f04.png,48,72,48,72,311,,True,bd112ae93c24d8693add0ae7f8b2f793,True,True
E8_CARD_FLIP_04,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f04.png,48,72,48,72,15,16,True,f7e5fb216b7077517a346ff21f1879bd,True,True
E8_CARD_FLIP_05,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f05.png,384,576,384,576,39653,,True,cbad71533d50282f4f3020cd4a66e269,True,True
E8_CARD_FLIP_05,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f05.png,48,72,48,72,650,,True,7a690aa8fc7d30bbb0b1d431e1e0dfac,True,True
E8_CARD_FLIP_05,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f05.png,48,72,48,72,16,16,True,4c617844e5c1bb009b753c8316d63acd,True,True
E8_CARD_FLIP_06,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f06.png,384,576,384,576,62980,,True,fbe00ab5a8194c12fe54ff8ab2ff3183,True,True
E8_CARD_FLIP_06,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f06.png,48,72,48,72,1204,,True,fa242e7fb6034b44ff35218bfd633986,True,True
E8_CARD_FLIP_06,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f06.png,48,72,48,72,15,16,True,43e68d2d5ae55e70e34019f7236f50aa,True,True
E8_CARD_FLIP_07,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f07.png,384,576,384,576,72934,,True,8ab2641ec283fa1bf5812a916636a211,True,True
E8_CARD_FLIP_07,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f07.png,48,72,48,72,1512,,True,abb4c9d52f9da348612e134ae34667f8,True,True
E8_CARD_FLIP_07,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f07.png,48,72,48,72,16,16,True,b6d0060f9a30f649b56e8ac4d55db2a0,True,True
E8_CARD_FLIP_08,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f08.png,384,576,384,576,90650,,True,c27f37c388062dfe06ae04b5c76fc512,True,True
E8_CARD_FLIP_08,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f08.png,48,72,48,72,2161,,True,d7406e56fe43406bbee3020c9f620f7c,True,True
E8_CARD_FLIP_08,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f08.png,48,72,48,72,16,16,True,15e7917c9a2d87a7e0d617c8f8f59c89,True,True
E8_CARD_FLIP_09,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f09.png,384,576,384,576,38551,,True,10bfc4f984943bd8c044c3d2439829c1,True,True
E8_CARD_FLIP_09,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f09.png,48,72,48,72,649,,True,de8f836ccbc4da9fbb28c34f991ac34c,True,True
E8_CARD_FLIP_09,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f09.png,48,72,48,72,16,16,True,7d5bf280dfcdbb378fa5d58a67286eec,True,True
E8_CARD_FLIP_10,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f10.png,384,576,384,576,18454,,True,469f5558b6eb089aaca9b086bf36b7f0,True,True
E8_CARD_FLIP_10,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f10.png,48,72,48,72,302,,True,762d46b81bd42b034c413b6a17452e5b,True,True
E8_CARD_FLIP_10,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f10.png,48,72,48,72,15,16,True,9bcebf680787f99fc79225d25cdf0640,True,True
E8_CARD_FLIP_11,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f11.png,384,576,384,576,38000,,True,39cdb202bdfb8020cf0d50ba7b75c823,True,True
E8_CARD_FLIP_11,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f11.png,48,72,48,72,1290,,True,d38ecaf5a28b259cc6089da25fbb44ec,True,True
E8_CARD_FLIP_11,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f11.png,48,72,48,72,16,16,True,24752ba5406e0eada79c65e2a8778cff,True,True
E8_CARD_FLIP_12,effect_frame,source_fullcolor,source_fullcolor/effects/E8_card_flip/E8_card_flip_f12.png,384,576,384,576,39565,,True,308952164ca8ecc490e091085b004edb,True,True
E8_CARD_FLIP_12,effect_frame,target_fullcolor,target_fullcolor/effects/E8_card_flip/E8_card_flip_f12.png,48,72,48,72,1581,,True,57d6b1636b2dabff95f5898c205a314a,True,True
E8_CARD_FLIP_12,effect_frame,saturn_ready,saturn_ready/effects/E8_card_flip/E8_card_flip_f12.png,48,72,48,72,16,16,True,9819c64391852069ab07431f859859cd,True,True
L1,logo,source_fullcolor,source_fullcolor/logo/L1_wordmark.png,1024,256,1024,256,43935,,False,208b47f79bdc84b8b59fd9e123bf07c8,True,True
L1,logo,target_fullcolor,target_fullcolor/logo/L1_wordmark.png,256,64,256,64,5670,,False,ffb6ecee0821703f1dd3c6ed00c4edaa,True,True
L1,logo,saturn_ready,saturn_ready/logo/L1_wordmark.png,256,64,256,64,15,15,False,804a4f66146853a08ca216c5150e4cca,True,True
L2,splash,source_fullcolor,source_fullcolor/logo/L2_boot_splash.png,1280,896,1280,896,140078,,False,4811b936e10013f97542cb4258303538,True,True
L2,splash,target_fullcolor,target_fullcolor/logo/L2_boot_splash.png,320,224,320,224,27227,,False,b4f99d40cae9558618fa9d4eae0108c2,True,True
L2,splash,saturn_ready,saturn_ready/logo/L2_boot_splash.png,320,224,320,224,255,255,False,1f07c8651a899d9893e437de9b7ad4f0,True,True
